Asset_Num;Endpoint Type;Host ID;Host Name;ID;OS Version;Sensor ID;Sensor Tenant;Sensor Version;osFamily;osRelease;systemType;status;osDistributor
1;ENDPOINT_REDCLOAK;3bd17df2946cced63bb2e5c02ddcd5b5;NTQSVR16;1f831f5f-3bf2-4245-a710-499c200884d2;VERSION_SERVER_2012_R2;3bd17df2946cced63bb2e5c02ddcd5b5;3bd17df2;2.8.5.0;WINDOWS;0.0;NT_SERVER;Active;Microsoft
2;ENDPOINT_REDCLOAK;3bd17df26ab76b49595706fc4f16125e;NTQSVRUDPEQ;bc134a3a-2f97-42d1-bce3-a5e99c51f224;VERSION_SERVER_2012_R2;3bd17df26ab76b49595706fc4f16125e;3bd17df2;2.8.5.0;WINDOWS;0.0;NT_SERVER;Active;Microsoft
3;ENDPOINT_REDCLOAK;3bd17df2d3b98620246ed277519bd27c;NTQSVR14;008327a2-8ae0-42da-9fff-202789e39974;VERSION_SERVER_2012_R2;3bd17df2d3b98620246ed277519bd27c;3bd17df2;2.8.5.0;WINDOWS;0.0;NT_SERVER;Healthy;Microsoft
4;ENDPOINT_REDCLOAK;3bd17df2a5a8c7eb2a321d348763a73a;NTQVRT04;dd5df3fc-c802-4ea3-97f8-39d3ae36ec50;VERSION_SERVER_2012_R2;3bd17df2a5a8c7eb2a321d348763a73a;3bd17df2;2.8.5.0;WINDOWS;0.0;NT_SERVER;Healthy;Microsoft
5;ENDPOINT_REDCLOAK;3bd17df2ec774e174cc86af3c2d31540;NTQ-N-FXWJ4G3;dc77ba34-8bf6-44c9-9793-4fd337b76a59;VERSION_WIN10;3bd17df2ec774e174cc86af3c2d31540;3bd17df2;2.8.5.0;WINDOWS;0.0;NT_WORKSTATION;Healthy;Microsoft
6;ENDPOINT_REDCLOAK;3bd17df22b48993cceb1a4ee78ec93fd;NTQ-N-FT1G6R3;2901ff46-1510-42d6-a10a-0621b780d8df;VERSION_WIN10;3bd17df22b48993cceb1a4ee78ec93fd;3bd17df2;2.8.5.0;WINDOWS;0.0;NT_WORKSTATION;Healthy;Microsoft
7;ENDPOINT_TAEGIS;0108b58d-4492-564b-818d-d6c63099e86b;NTQ-N-40JQ9N3;0108b58d-4492-564b-818d-d6c63099e86b;10.0.19043;0108b58d-4492-564b-818d-d6c63099e86b;138529;2.2.22;WINDOWS;0.0;NT_WORKSTATION;Healthy;Microsoft
8;ENDPOINT_TAEGIS;19d92922-f53b-5b40-ae91-64d0cbcdc560;NTQ-N-HGBKDQ2;19d92922-f53b-5b40-ae91-64d0cbcdc560;10.0.16299;19d92922-f53b-5b40-ae91-64d0cbcdc560;138529;2.2.22;WINDOWS;0.0;NT_WORKSTATION;Healthy;Microsoft
9;ENDPOINT_TAEGIS;7781e680-e8a4-50e4-b955-91a72720d831;NTQ-N-HT1G6R3;7781e680-e8a4-50e4-b955-91a72720d831;10.0.19045;7781e680-e8a4-50e4-b955-91a72720d831;138529;2.2.22;WINDOWS;0.0;NT_WORKSTATION;Healthy;Microsoft
10;ENDPOINT_TAEGIS;c06ee711-0752-5fe0-a2de-73807f32cf51;NTQCDSCLI04;c06ee711-0752-5fe0-a2de-73807f32cf51;10.0.22000;c06ee711-0752-5fe0-a2de-73807f32cf51;138529;2.2.22;WINDOWS;0.0;NT_WORKSTATION;Healthy;Microsoft
11;ENDPOINT_TAEGIS;2c072222-4d3a-5a22-9152-076831955214;NTQSVR32;2c072222-4d3a-5a22-9152-076831955214;10.0.20348;2c072222-4d3a-5a22-9152-076831955214;138529;2.2.22;WINDOWS;0.0;NT_SERVER;Active;Microsoft
12;ENDPOINT_TAEGIS;17ea0d55-bbd5-5626-b0f5-4070e0fbd8fb;NTQ-N-6X9DK03;17ea0d55-bbd5-5626-b0f5-4070e0fbd8fb;10.0.19045;17ea0d55-bbd5-5626-b0f5-4070e0fbd8fb;138529;2.2.22;WINDOWS;0.0;NT_WORKSTATION;Healthy;Microsoft
13;ENDPOINT_TAEGIS;23623b05-23ec-5304-86a5-4b76cc86d0e2;NTQ-N-5G2SM74;23623b05-23ec-5304-86a5-4b76cc86d0e2;10.0.26100;23623b05-23ec-5304-86a5-4b76cc86d0e2;138529;2.2.22;WINDOWS;0.0;NT_WORKSTATION;Healthy;Microsoft
14;ENDPOINT_TAEGIS;bd44f62a-7717-5939-a287-69b654f6fe79;NTQ-N-7DNJL34;bd44f62a-7717-5939-a287-69b654f6fe79;10.0.22621;bd44f62a-7717-5939-a287-69b654f6fe79;138529;2.2.22;WINDOWS;0.0;NT_WORKSTATION;Healthy;Microsoft
15;ENDPOINT_TAEGIS;a25a3fef-e956-52b2-a6b7-f98c4a16592a;NTQ-N-JFTWNW3;a25a3fef-e956-52b2-a6b7-f98c4a16592a;10.0.22621;a25a3fef-e956-52b2-a6b7-f98c4a16592a;138529;2.2.22;WINDOWS;0.0;NT_WORKSTATION;Healthy;Microsoft
16;ENDPOINT_TAEGIS;873a6341-e485-528b-84d2-18298b63cb3c;NTQ-N-5N9D3N2;873a6341-e485-528b-84d2-18298b63cb3c;10.0.19045;873a6341-e485-528b-84d2-18298b63cb3c;138529;2.2.22;WINDOWS;0.0;NT_WORKSTATION;Healthy;Microsoft
17;ENDPOINT_REDCLOAK;3bd17df24075ed3a3db24941c4019348;NTQ-N-JHPL2L3;f38cf1ba-5274-4836-8509-54d13601f7fb;VERSION_WIN10;3bd17df24075ed3a3db24941c4019348;3bd17df2;2.8.5.0;WINDOWS;0.0;NT_WORKSTATION;Healthy;Microsoft
18;ENDPOINT_TAEGIS;071651d9-030e-5c51-bd7d-a66e080e15d0;NTQ-N-FFV7854;071651d9-030e-5c51-bd7d-a66e080e15d0;10.0.22631;071651d9-030e-5c51-bd7d-a66e080e15d0;138529;2.2.22;WINDOWS;0.0;NT_WORKSTATION;Healthy;Microsoft
19;ENDPOINT_TAEGIS;4fbcb629-d548-5b26-9b49-522d1a5a4f12;NTQ-N-4G2SM74;4fbcb629-d548-5b26-9b49-522d1a5a4f12;10.0.26100;4fbcb629-d548-5b26-9b49-522d1a5a4f12;138529;2.2.22;WINDOWS;0.0;NT_WORKSTATION;Healthy;Microsoft
20;ENDPOINT_TAEGIS;013544e5-1c29-5f36-a86c-a342f417286e;NTQ-N-DFV7854;013544e5-1c29-5f36-a86c-a342f417286e;10.0.22631;013544e5-1c29-5f36-a86c-a342f417286e;138529;2.2.22;WINDOWS;0.0;NT_WORKSTATION;Healthy;Microsoft
21;ENDPOINT_REDCLOAK;3bd17df2b8759c9405e73be610d99595;NTQ-N-19QY643;87c270a5-1cdb-498b-9c29-13a119ed0213;VERSION_WIN10;3bd17df2b8759c9405e73be610d99595;3bd17df2;2.8.5.0;WINDOWS;0.0;NT_WORKSTATION;Healthy;Microsoft
22;ENDPOINT_TAEGIS;5396daa6-0f42-5cb6-86dd-295bb10d4ab3;NTQ-N-188XPM3;5396daa6-0f42-5cb6-86dd-295bb10d4ab3;10.0.19042;5396daa6-0f42-5cb6-86dd-295bb10d4ab3;138529;2.2.22;WINDOWS;0.0;NT_WORKSTATION;Healthy;Microsoft
